samsung,ksp,bond,memory,smartphone
41000,2027.150024,2.244,1153,440.2
41400,1996.050049,2.179,1140.15,438.1
42350,2014.689941,2.22,1187.57,444.9
42400,2029.689941,2.241,1202.3,455
42150,2024.459961,2.252,1258.08,462.5
44150,2096,2.285,1239.16,464.1
43800,2076.919922,2.287,1228.6,461.9
43750,2089.620117,2.293,1242.63,462.4
44000,2078.689941,2.265,1257.47,467.5
44050,2092.629883,2.259,1252.23,471.4
44300,2086.090088,2.237,1229.05,466.8
45200,2080.439941,2.21,1174.49,461.6
44500,2071.22998,2.218,1190.37,460.5
44100,2068.050049,2.193,1194.71,458.5
44100,2068.050049,2.231,1234.62,464
44000,2092.399902,2.22,1220.14,466.6
43650,2100.560059,2.202,1173.01,462.9
42800,2082.580078,2.206,1174.82,455.9
42100,2076.550049,2.207,1179.73,456.1
42450,2069.949951,2.206,1179.73,453.9
42400,2057.47998,2.169,1179.24,451.8
42600,2083.02002,2.166,1201.72,456.2
43050,2099.419922,2.15,1204.08,460
43150,2108.219971,2.156,1231.45,467.2
43150,2114.100098,2.112,1221.43,468.1
41850,2096.860107,2.105,1239.6,468
43250,2131.929932,2.129,1272.74,476.4
42150,2114.350098,2.102,1209.35,466.5
41450,2101.310059,2.058,1209.35,462.8
40500,2068.689941,1.982,1202.83,456
40950,2075.76001,1.982,1157.86,451.8
40200,2053.790039,1.978,1174.19,446.3
40250,2052.969971,1.98,1181.48,448.2
40450,2082.570068,2.01,1198.9,454.5
40000,2095.550049,2.017,1194.59,454.7
38950,2069.379883,2.002,1177.57,449.9
39150,2071.090088,2.004,1162.46,446.9
38900,2062.110107,1.983,1177.36,444.1
39100,2078.840088,1.938,1127.44,440.3
38650,2060.120117,1.931,1117.74,434.6
38650,2061.48999,1.97,1101.29,427.7
38800,2055.01001,1.99,1069.39,423.7
38350,2028.01001,1.95,1131.1,429
38250,2028.439941,1.943,1139.49,430.6
38700,2041.040039,1.937,1147.37,434.2
38750,2010,1.947,1165.3,435
37600,1993.699951,1.951,1096.03,425.2
37450,2010.25,1.98,1143.96,431.2
38750,2037.099976,1.975,1166.24,437.3
38100,2025.27002,1.993,1160.55,438
39600,2064.709961,1.987,1189.84,443.3
39800,2063.280029,1.968,1201.4,445.6
40500,2075.570068,1.99,1213.04,446.9
40050,2064.52002,1.975,1194.28,443.4
41100,2097.179932,1.968,1197.03,448.1
41450,2106.100098,1.982,1187.19,447.4
41950,2107.060059,1.974,1200.76,447.7
42300,2124.280029,2.004,1228.33,454.2
42750,2124.610107,2.025,1228.33,454.9
42150,2117.77002,1.999,1193.36,448.9
42000,2127.780029,1.983,1185.95,451.1
43050,2145.030029,1.993,1253.91,456.7
44750,2177.72998,2.006,1281.16,466.2
45050,2177.300049,2.021,1254.4,465.4
45500,2183.360107,2.031,1236.25,462.9
46400,2206.199951,2.056,1271.76,465.9
46150,2204.850098,2.002,1272.09,467.9
46350,2203.459961,1.983,1287.4,468.7
46200,2203.419922,1.995,1303.92,467.8
44800,2177.050049,1.966,1302.42,468.1
45000,2180.72998,1.944,1308.88,472.1
46050,2190.469971,1.977,1336.72,477.7
46200,2201.47998,1.986,1340.71,480.4
47500,2225.850098,1.995,1344.11,481.1
46050,2196.090088,1.961,1351.18,481.2
46200,2210.889893,1.997,1351.18,483.9
45950,2205.629883,1.996,1348.49,483.1
46900,2229.76001,1.992,1360.28,486.8
46950,2228.659912,2.009,1350.25,486.7
47150,2230.5,2.009,1364.78,492.6
47350,2232.560059,2.011,1375.95,496.2
46750,2226.600098,2.004,1366.58,493.5
46750,2234.790039,1.985,1349.87,491.4
45100,2195.439941,1.987,1350.2,489.1
44850,2190.659912,2.027,1363.25,492
44250,2179.22998,2.03,1356.9,491.4
44000,2175.600098,2.021,1333.82,490.1
44450,2165.790039,2.003,1319.09,484.9
43800,2137.439941,1.973,1318.21,481.9
43650,2138.100098,1.985,1349.88,488.9
44650,2157.179932,1.993,1355.12,491.4
43850,2148.409912,1.966,1360.77,491.4
43850,2155.679932,1.977,1353.06,489.9
44200,2176.110107,1.988,1392.36,494.5
43700,2179.48999,1.994,1388.77,496.5
43900,2177.620117,1.979,1407.35,497.9
44050,2177.100098,1.978,1393.01,495.9
45850,2184.879883,1.932,1441.83,501.1
46550,2186.949951,1.934,1400.37,496.6
45500,2144.860107,1.886,1382.75,489.4
45250,2148.800049,1.905,1396.75,493
45350,2145.620117,1.845,1376.48,492.2
44850,2128.100098,1.81,1373.8,489
44650,2140.669922,1.833,1395.51,495.1
45050,2168.280029,1.864,1430.24,500.5
45750,2177.179932,1.857,1431.63,502.3
46600,2203.27002,1.889,1464.19,507.8
46950,2206.530029,1.877,1465.89,508.4
46850,2209.610107,1.892,1477.65,510
46650,2210.600098,1.867,1481.38,510.8
46650,2213.560059,1.874,1464.52,512
46700,2224.389893,1.871,1477.16,514.9
46250,2224.439941,1.866,1476.07,511.2
46850,2233.449951,1.881,1497.12,514.3
47050,2242.879883,1.927,1485.82,515.1
47250,2248.629883,1.932,1533.22,522.5
47050,2245.889893,1.948,1557.08,523.2
45600,2213.77002,1.892,1558.13,520.2
45300,2216.149902,1.899,1558.13,520.4
45350,2216.649902,1.929,1558.29,519.1
45200,2220.51001,1.923,1574.05,521.5
44750,2201.030029,1.912,1589.02,521.4
44650,2190.5,1.879,1560.32,517.7
44850,2179.310059,1.876,1547.4,517.2
46150,2216.429932,1.863,1544.44,516.9
45850,2203.590088,1.845,1556.18,517.9
45900,2212.75,1.885,1560.61,519.2
45300,2196.320068,1.9,1570.7,521.6
44850,2176.98999,1.885,1506.32,507.6
44250,2168.01001,1.876,1494.48,502.2
42450,2102.01001,1.862,1476.8,494.3
42900,2108.040039,1.872,1478.87,495.9
42650,2079.01001,1.874,1408.95,482.6
42650,2081.840088,1.869,1442.83,482.7
42550,2092.780029,1.865,1454.5,488.6
41550,2067.689941,1.82,1430.11,484.2
41200,2055.800049,1.82,1402.01,480.8
42000,2055.709961,1.847,1345.58,473.7
43150,2061.25,1.829,1374.21,478.1
43500,2064.860107,1.83,1345.04,475.6
43850,2059.590088,1.809,1322.84,471.4
42700,2045.310059,1.791,1311.97,470.4
42650,2044.209961,1.798,1311.97,470.5
42550,2048.830078,1.796,1300.3,468.9
41800,2023.319946,1.742,1305.57,465.3
42550,2038.800049,1.741,1315.29,469.4
42500,2041.73999,1.682,1296.18,467.7
43800,2067.850098,1.691,1300.52,467.4
43450,2066.969971,1.684,1355.26,471.9
43900,2069.110107,1.654,1345.1,474.7
44200,2072.330078,1.635,1378.81,479.1
44800,2099.48999,1.657,1413.89,484.7
44850,2111.810059,1.68,1418.02,488.9
44600,2108.75,1.598,1384.95,487.2
43750,2103.149902,1.612,1392.94,485.4
44000,2095.409912,1.592,1356.55,481.2
43900,2090.72998,1.621,1347.86,480.7
44350,2098.709961,1.614,1406.16,487.2
45350,2124.780029,1.602,1407.3,494.2
45500,2131.290039,1.543,1421.03,500.1
45700,2125.620117,1.57,1410.5,497.1
45500,2126.330078,1.563,1412.08,498.4
45600,2121.639893,1.584,1391.12,492.4
45700,2121.850098,1.608,1435.83,494.5
46500,2134.320068,1.615,1456.9,499.8
47000,2130.620117,1.597,1458.96,500.3
46600,2129.73999,1.604,1497.55,505.9
46250,2122.02002,1.588,1476.83,506.5
45400,2096.02002,1.534,1470.49,505.8
46000,2108.72998,1.523,1470.49,508.3
45650,2110.590088,1.532,1461.7,506.7
44400,2064.169922,1.535,1450.41,500.4
45100,2052.030029,1.537,1461.21,500.4
45550,2058.780029,1.561,1471.51,505
46200,2080.580078,1.547,1476.28,504.8
46300,2086.659912,1.571,1504.28,508
46450,2082.47998,1.581,1515.92,509.4
46850,2091.870117,1.574,1499.64,507.6
46050,2072.919922,1.548,1503.87,505.8
46100,2066.550049,1.47,1526.97,504.5
46800,2094.360107,1.454,1523.91,506.2
47200,2093.340088,1.465,1554.09,507.7
47300,2101.449951,1.47,1573.27,511.7
46400,2082.300049,1.466,1622.02,516.1
47200,2074.47998,1.433,1594.12,515.2
47150,2066.26001,1.424,1593.86,517.8
46100,2029.47998,1.408,1598.02,517
46550,2038.680054,1.406,1593.82,516
45350,2024.550049,1.391,1542.44,508.7
45200,2017.339966,1.405,1511.98,503.4
44950,1998.130005,1.352,1488.43,495.4
43950,1946.97998,1.252,1423.52,482.2
43500,1917.5,1.256,1441.77,482.3
43200,1909.709961,1.251,1452.12,484.2
42650,1920.609985,1.269,1491.26,490.7
43150,1937.75,1.289,1464.34,489.4
43700,1942.290039,1.286,1446.98,489.3
43000,1925.829956,1.23,1489.66,490.6
43700,1938.369995,1.233,1442.54,485.4
43900,1927.170044,1.172,1479.25,487.1
43600,1939.900024,1.184,1506.99,492.2
44450,1960.25,1.198,1498.9,491.9
44500,1964.650024,1.277,1512.72,493.3
44050,1951.01001,1.229,1512.25,491.9
43950,1948.300049,1.263,1446.38,484.9
43600,1916.310059,1.19,1458.88,482.1
44050,1924.599976,1.235,1454.12,482.2
44150,1941.089966,1.246,1462.85,484.1
43400,1933.410034,1.248,1495.82,486.6
44000,1967.790039,1.273,1504.92,491.3
43800,1969.189941,1.348,1504.92,491.4
43250,1965.689941,1.333,1478.32,488.9
44100,1988.530029,1.352,1519.55,496.1
45700,2004.75,1.372,1566.21,504.2
46300,2009.130005,1.382,1568.34,505.9
46900,2019.550049,1.352,1576.39,508.3
47000,2032.079956,1.376,1583.15,509.5
47150,2049.199951,1.396,1606.19,514.1
47100,2062.219971,1.536,1594.49,515.9
46900,2062.330078,1.501,1599.74,514.6
47700,2070.72998,1.469,1600.95,515.5
49150,2080.350098,1.462,1592.07,515.4
49200,2091.52002,1.455,1563,514.5
49300,2091.699951,1.462,1578.09,515.3
49500,2101.040039,1.458,1551.99,512.8
48900,2073.389893,1.424,1579.56,511
49200,2074.52002,1.432,1580.1,508.3
48400,2049.929932,1.439,1542.87,501.7
49050,2063.050049,1.456,1558.75,501.7
48850,2072.419922,1.499,1544.2,498.4
47600,2031.910034,1.497,1519.77,493.9
48000,2020.689941,1.373,1574.39,502.7
47750,2021.72998,1.38,1563.17,504
48900,2046.25,1.433,1514.45,499.5
48550,2028.150024,1.457,1555.79,504.4
49150,2044.609985,1.493,1591.13,508.9
50000,2067.399902,1.489,1590.4,510.1
50100,2068.169922,1.493,1625.69,512
50700,2082.830078,1.53,1601.79,511.6
50500,2077.939941,1.576,1607.16,516.6
49900,2060.689941,1.586,1590.09,514.3
50300,2064.840088,1.659,1620.04,519.8
51200,2088.860107,1.659,1607.6,519.9
51200,2080.620117,1.656,1576.58,516.5
50700,2085.659912,1.638,1615.51,517.5
50900,2087.889893,1.671,1648.67,521
51300,2093.600098,1.764,1677.57,524.8
51100,2092.689941,1.783,1662.46,522.2
50400,2080.27002,1.759,1661.46,522.9
50400,2083.47998,1.728,1651.22,523.4
51200,2100.199951,1.731,1689.93,528.6
52300,2130.23999,1.824,1726.92,534
52700,2142.639893,1.817,1730.15,535.2
53300,2144.149902,1.825,1715.67,534.1
52900,2144.290039,1.814,1727.68,536.5
52100,2137.22998,1.805,1736.78,539.4
51600,2124.090088,1.785,1727.59,533.6
52600,2140.919922,1.842,1732.42,537.1
52500,2122.449951,1.792,1732.86,537.6
52500,2122.449951,1.788,1727.59,537.5
53700,2162.179932,1.787,1742.93,542.8
53500,2160.689941,1.782,1738.78,542.6
53500,2153.23999,1.737,1730.5,543.8
52000,2125.320068,1.673,1710.14,540.5
51000,2096.600098,1.667,1690.83,537.8
51600,2101.959961,1.684,1690.79,540.7
51800,2123.5,1.726,1731.95,546.1
51800,2121.350098,1.71,1723.26,548.4
52200,2127.850098,1.672,1735.91,553.3
51300,2118.600098,1.669,1735.91,553.9
50300,2087.959961,1.627,1716.84,551
50400,2091.919922,1.682,1691.75,548.9
49900,2084.070068,1.737,1665.71,550.5
49450,2068.889893,1.66,1691.45,553.9
49500,2060.73999,1.662,1697.66,552.8
50400,2081.850098,1.678,1724.21,559
51200,2088.649902,1.669,1714.98,556.4
51500,2098,1.611,1720.9,559.4
51900,2105.620117,1.621,1759.2,564.8
53300,2137.350098,1.621,1806.87,571
54700,2170.25,1.648,1796.04,576.3
54700,2168.149902,1.615,1813.31,581.9
56700,2195.679932,1.606,1821.92,586.2
56300,2194.76001,1.607,1820.29,587.7
56000,2196.560059,1.656,1834.97,587.6
56000,2204.179932,1.676,1853.87,587.2
55500,2203.709961,1.642,1857.12,587.5
55000,2190.080078,1.631,1862.2,588
55400,2197.929932,1.644,1864.49,590
56500,2204.209961,1.685,1858.59,589.6
55800,2197.669922,1.687,1844.39,588.6
55200,2175.169922,1.638,1887.91,594.7
55500,2176.459961,1.552,1853.98,591.1
55500,2155.070068,1.537,1834.68,590.3
55800,2175.540039,1.616,1867.28,593.9
56800,2151.310059,1.628,1867.59,592
58600,2186.449951,1.688,1878.73,596.5
59500,2206.389893,1.706,1866.35,596.9
60000,2229.26001,1.732,1890.79,606.3
60000,2238.879883,1.716,1894.64,607.5
59000,2230.97998,1.691,1872.16,607.4
60700,2248.050049,1.7,1903.93,612.4
61300,2250.570068,1.745,1916.62,619.1
62400,2262.639893,1.767,1916.62,623
61400,2239.689941,1.688,1915,620.5
62300,2267.25,1.723,1930.23,625.2
60800,2246.129883,1.705,1945.37,621.2
58800,2176.719971,1.603,1893.27,611.8
59100,2185.280029,1.586,1858.7,603.8
57200,2148,1.55,1855.8,591.2
56400,2119.01001,1.555,1789.93,582.3
57200,2118.879883,1.546,1812.18,578.6
58900,2157.899902,1.626,1868.65,593.1
59500,2165.629883,1.601,1909.52,597.8
61100,2227.939941,1.634,1909.64,606.3
60400,2211.949951,1.602,1864.36,606.4
59700,2201.070068,1.605,1892.8,606.6
59900,2223.120117,1.603,1931.08,613.5
60500,2238.379883,1.612,1958.82,620.3
60700,2232.959961,1.612,1960.34,621.4
61800,2243.590088,1.652,1956.56,618.7
61500,2242.169922,1.627,1956.56,618.9
59800,2208.879883,1.561,1929.12,617.2
60200,2210.340088,1.559,1979.5,622.8
60000,2195.5,1.506,1949.25,625.2
59200,2162.840088,1.442,1891.05,619
56800,2079.040039,1.415,1801.23,606.8
57900,2103.610107,1.423,1746.11,600.3
56500,2076.77002,1.393,1749.95,592
55900,2054.889893,1.443,1668.65,573.1
54200,1987.01001,1.334,1705.54,562.6
55000,2002.51001,1.371,1765.38,580.6
55400,2014.150024,1.369,1705.26,575.8
57400,2059.330078,1.3,1789.57,586.8
57800,2085.26001,1.332,1734.03,580.7
56500,2040.219971,1.37,1699.89,570.5
56500,1954.77002,1.298,1558.16,534.8
54600,1962.930054,1.353,1656.5,550.4
52100,1908.27002,1.372,1562.54,528.3
52100,1834.329956,1.386,1392.11,487
49950,1771.439941,1.568,1544.26,497.4
48900,1714.859985,1.524,1298.78,457.1
47300,1672.439941,1.442,1426.52,474.3
45600,1591.199951,1.498,1286.84,451.7
42950,1457.640015,1.655,1341.22,448.5
45400,1566.150024,1.613,1298.54,449.6
42500,1482.459961,1.709,1342.12,437.2
46950,1609.969971,1.701,1491.83,467.1
48650,1704.76001,1.662,1472.57,479.9
47800,1686.23999,1.499,1572.61,493.6
48300,1717.72998,1.532,1488.75,485.2
47850,1717.119995,1.56,1545.31,490.5
47750,1754.640015,1.55,1510.59,490.4
45800,1685.459961,1.541,1427.73,479.3
46800,1724.859985,1.517,1474.61,488.3
47000,1725.439941,1.547,1443.04,483.7
48700,1791.880005,1.542,1592.88,508.4
49600,1823.599976,1.58,1585.38,511.6
48600,1807.140015,1.51,1639.89,522.9
49100,1836.209961,1.435,1601.73,525.1
49250,1860.699951,1.441,1601.73,523.9
48300,1825.76001,1.468,1623.68,521.4
49000,1857.079956,1.466,1695.76,536
49000,1857.069946,1.408,1690.87,533.6
51400,1914.530029,1.435,1705.64,540
50100,1898.359985,1.447,1667.57,534.2
49250,1879.380005,1.459,1588.7,517.6
49850,1896.150024,1.526,1682.12,528.5
49850,1914.72998,1.545,1664.67,529.3
49350,1889.01001,1.551,1702.56,530.1
49850,1922.77002,1.574,1725.04,544.2
50100,1934.089966,1.563,1713.21,542.1
50000,1947.560059,1.516,1797.76,550.9
48500,1895.369995,1.499,1661.3,535.7
49200,1928.76001,1.506,1707.75,542.4
48800,1928.609985,1.486,1724.93,540.6
48800,1945.819946,1.426,1775.61,550.9
48400,1935.400024,1.461,1774.31,551
47900,1922.170044,1.422,1725.24,545
48550,1940.420044,1.392,1691.57,537.6
48000,1924.959961,1.382,1739.05,535.9
47850,1927.280029,1.384,1700.89,535.2
48800,1937.109985,1.392,1782.54,545.5
50300,1980.609985,1.391,1775.61,548.1
50000,1989.640015,1.356,1840.79,553.8
49950,1998.310059,1.342,1790.96,547.7
48750,1970.130005,1.35,1802.31,547.2
48850,1994.599976,1.316,1802.31,549.2
49250,2029.780029,1.325,1820.51,555.8
49900,2031.199951,1.345,1847.31,558.1
50400,2028.540039,1.34,1804.66,556.3
50700,2029.599976,1.376,1852.49,562.3
51200,2065.080078,1.39,1843.24,569.5
51400,2087.189941,1.387,1883.41,577.3
54500,2147,1.426,1937.47,586.7
54600,2151.179932,1.432,1953.47,585.5
55500,2181.870117,1.449,2003.76,595.2
54900,2184.290039,1.457,1998.62,601.8
55500,2188.919922,1.375,1998.09,601.8
55400,2195.689941,1.397,2004.66,604
54300,2176.780029,1.381,1876.66,578.6
52300,2132.300049,1.388,1903.85,580.1
49900,2030.819946,1.424,1931.01,576.7
52100,2138.050049,1.4,1965.69,590.6
52200,2141.050049,1.41,1984.08,592.2
52300,2133.47998,1.37,1980.14,593.9
52900,2141.320068,1.378,1966.79,597.7
52000,2126.72998,1.391,1983.36,600.1
51400,2131.23999,1.386,1987.73,603.7
52900,2161.51001,1.363,1944.3,597.5
51900,2112.370117,1.345,1961.05,598.8
53300,2134.649902,1.327,1921.92,593.2
52400,2093.47998,1.365,1943.9,592.1
52800,2108.330078,1.369,1996.44,597.8
52600,2106.699951,1.406,1966.98,597.4
52900,2135.370117,1.378,1993.61,604.8
53600,2152.409912,1.388,1993.61,606.6
55000,2187.929932,1.409,2046.81,623.4
53400,2164.169922,1.387,2019.77,614.7
53000,2158.879883,1.378,2049.76,620.3
52800,2167.899902,1.391,2076.72,625.2
52700,2150.25,1.397,2069.79,620.8
53400,2186.060059,1.42,2034.14,626.3
53800,2183.610107,1.419,2069.79,624.7
54700,2201.879883,1.416,2064.17,623.2
53800,2183.76001,1.382,2055.92,617.9
54400,2201.189941,1.348,2068.99,625.1
54200,2198.199951,1.334,2110.47,631.5
55300,2228.830078,1.356,2096.59,635.8
54700,2228.659912,1.347,2105.43,634.4
54100,2216.189941,1.317,2070.97,631.1
54200,2200.439941,1.305,2038.71,624.5
55600,2217.860107,1.306,2104.62,632.6
58600,2256.98999,1.329,2060.4,630.2
59000,2263.159912,1.31,2106.3,639.9
59000,2267.01001,1.283,2147.55,641.2
57900,2249.370117,1.297,2136.41,642.7
56800,2251.040039,1.307,2177.27,648
57300,2279.969971,1.306,2209.81,655.7
56900,2311.860107,1.292,2207.56,658.7
58000,2342.610107,1.306,2204.94,658.6
57500,2351.669922,1.319,2178.86,653.5
57800,2386.379883,1.364,2179.6,655.6
58200,2418.669922,1.345,2154.79,650.8
59000,2432.350098,1.37,2227.22,657.9
58700,2437.530029,1.363,2202.41,659.2
58000,2407.48999,1.394,2200.81,660
58400,2348.23999,1.357,2214.66,663.4
57800,2360.540039,1.346,2200.77,659.1
55400,2274.219971,1.379,2181.04,650.2
55900,2304.590088,1.41,2198.33,654.2
56100,2329.830078,1.377,2219.37,658.9
56400,2366.72998,1.387,2243.06,660.3
56400,2369.320068,1.405,2250.23,663.5
55600,2344.449951,1.421,2220.15,662.3
55400,2353.800049,1.486,2264.14,667
54000,2326.169922,1.513,2260.43,665.6
54200,2349.550049,1.585,2304.68,674.7
54400,2364.370117,1.539,2370.18,682.3
56400,2395.899902,1.522,2234.23,664.1
55600,2368.25,1.524,2212.73,659.4
56500,2384.219971,1.571,2212.73,659.4
58700,2401.909912,1.556,2108.61,641.8
58400,2375.810059,1.518,2169.61,647
59200,2396.47998,1.516,2137.78,644.2
59000,2396.689941,1.529,2136.37,646.6
60400,2427.909912,1.518,2181.75,657.6
61000,2443.580078,1.504,2219.19,660.1
61000,2435.919922,1.485,2195.54,660
59500,2406.169922,1.511,2194.15,654
59300,2412.399902,1.502,2160.97,656.3
59200,2389.389893,1.493,2154.28,647.2
58200,2332.590088,1.474,2180.26,646.7
58600,2333.23999,1.446,2126.69,638.2
57800,2272.699951,1.442,2147.42,631
57900,2278.790039,1.423,2177.84,634.8
58200,2308.080078,1.426,2237.64,641.6
58200,2327.889893,1.43,2242.52,643.7
58700,2358,1.479,2295.56,651
59000,2365.899902,1.531,2281.09,651.7
59900,2386.939941,1.533,2328.84,658.2
59700,2391.959961,1.544,2356.16,661.1
60400,2403.72998,1.553,2433.48,677.6
60900,2403.149902,1.529,2430.13,674.4
60900,2380.47998,1.513,2417.2,673.5
60000,2361.209961,1.482,2411.13,669.5
59500,2341.530029,1.489,2399.76,664.1
60000,2346.73999,1.441,2385.85,662.4
60900,2358.409912,1.461,2385.82,665.8
60900,2370.860107,1.524,2367.26,669
60100,2355.050049,1.508,2370.45,665.2
60200,2360.810059,1.494,2360.23,665.5
60400,2343.909912,1.483,2308.45,661.2
59800,2330.840088,1.502,2300.91,660
59000,2345.26001,1.498,2222.98,647.3
58100,2326.669922,1.529,2283.65,650.8
56600,2267.149902,1.542,2246.15,638
57400,2300.159912,1.604,2260.07,641.8
58800,2343.310059,1.606,2302.73,650.4
58500,2357.320068,1.572,2384.22,661.6
60300,2413.790039,1.527,2489.16,680.4
60100,2416.5,1.558,2529.27,685.5
60200,2447.199951,1.568,2497.59,684.3
60200,2452.830078,1.621,2422.33,675
61300,2485.870117,1.658,2511.24,683.4
61000,2475.620117,1.651,2478.43,681.3
63200,2493.870117,1.627,2508.82,688.7
66300,2543.030029,1.624,2570.98,700.4
65700,2539.149902,1.619,2548.96,695
64800,2545.639893,1.602,2530.59,695
64600,2547.419922,1.602,2570.22,697.3
64700,2553.5,1.605,2555.5,699.2
67500,2602.590088,1.581,2595.25,704.9
67700,2617.76001,1.6,2609.01,708.6
66600,2601.540039,1.627,2600.24,710.9
68000,2625.909912,1.657,2600.24,712.1
68200,2633.449951,1.642,2631.56,719.6
66700,2591.340088,1.657,2663.49,715.1
67800,2634.25,1.651,2709.73,725.4
69500,2675.899902,1.675,2716.35,728.2
69700,2696.219971,1.672,2716.15,732.8
71500,2731.449951,1.65,2793.03,739.9
72900,2745.439941,1.647,2806.61,741.2
71700,2700.929932,1.642,2816.27,746.5
73900,2755.469971,1.659,2734.77,740.7
73200,2745.810059,1.654,2733.67,741
